match_id,innings,runs,balls,SR,post_1st_strike_score,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team,team_total,pitch
S07M028,2,0,1,0.0,0-1(0.1),0-1(0.1),1.0,0 off 1,,,SV Samson,GT,5-130 (91),pace
S07M032,2,53,24,220.83,1-0(0.1),95-1(7.2),0.0,41 off 19,12 off 5,,SV Samson,GT,4-220 (120),spin
S07M039,1,21,14,150.0,5-1(0.5),46-2(5.1),0.0,21 off 14,,,SV Samson,GT,6-207 (120),pace
S07M045,1,39,23,169.57,5-0(0.3),84-3(9.3),0.0,22 off 11,17 off 12,,SV Samson,GT,7-183 (120),neutralish
S07M050,2,27,12,225.0,0-0(0.1),39-2(3.2),0.0,27 off 12,,,SV Samson,GT,10-188 (109),neutralish
S07M051,2,6,2,300.0,6-0(0.1),6-1(0.2),1.0,6 off 2,,,SV Samson,GT,4-205 (116),pace
S07M056,1,81,37,218.92,6-0(0.1),121-3(10.5),1.0,52 off 23,29 off 14,,SV Samson,GT,6-219 (120),neutralish
S07M061,1,39,18,216.67,4-0(0.1),57-1(4.1),1.0,39 off 18,,,SV Samson,GT,9-196 (120),neutralish
S07M068,1,29,12,241.67,0-0(0.1),29-1(2.0),1.0,29 off 12,,,SV Samson,GT,4-236 (120),neutralish
S07M011,2,32,19,168.42,2-1(0.4),60-2(7.0),0.0,29 off 17,3 off 2,,Tushar Raheja,MI,5-188 (120),spin
S07M016,1,40,20,200.0,51-1(4.5),123-3(11.2),0.0,14 off 4,26 off 16,,Tushar Raheja,MI,9-210 (120),spin
S07M023,1,16,9,177.78,57-1(4.3),84-2(6.4),1.0,12 off 7,4 off 2,,Tushar Raheja,MI,6-188 (120),pace
S07M030,1,19,10,190.0,13-3(1.5),41-4(5.0),0.0,19 off 10,,,Tushar Raheja,MI,10-144 (116),spin
S07M033,2,23,14,164.29,6-1(1.0),44-3(5.1),0.0,23 off 14,,,Tushar Raheja,MI,8-148 (120),spin
S07M039,2,40,29,137.93,0-0(0.1),67-1(7.5),1.0,36 off 23,4 off 6,,Tushar Raheja,MI,4-208 (116),pace
S07M041,2,40,25,160.0,1-0(0.1),78-1(7.1),0.0,36 off 20,4 off 5,,Tushar Raheja,MI,7-216 (120),spin
S07M048,1,51,19,268.42,0-0(0.1),60-1(4.3),0.0,51 off 19,,,Tushar Raheja,MI,3-196 (120),pace
S07M054,2,47,21,223.81,1-0(0.1),64-1(5.5),1.0,47 off 21,,,Tushar Raheja,MI,2-201 (104),spin
S07M057,2,42,14,300.0,4-0(0.1),72-2(4.5),0.0,42 off 14,,,Tushar Raheja,MI,10-199 (119),pace
S07M062,1,15,10,150.0,1-0(0.1),35-1(4.0),0.0,15 off 10,,,Tushar Raheja,MI,8-167 (120),spin
S07M067,2,42,26,161.54,2-0(0.1),105-2(9.1),0.0,33 off 17,9 off 9,,Tushar Raheja,MI,10-177 (112),spin
S07M004,1,72,39,184.62,5-0(0.3),148-1(13.2),1.0,38 off 19,34 off 20,,Tarang Gohel,DC,2-251 (120),neutralish
S07M007,1,36,32,112.5,16-0(1.0),122-3(11.0),1.0,24 off 20,12 off 12,,Tarang Gohel,DC,6-207 (120),pace
S07M012,2,46,29,158.62,1-0(0.2),83-2(8.1),0.0,34 off 22,12 off 7,,Tarang Gohel,DC,6-217 (120),neutralish
S07M018,1,39,31,125.81,2-0(0.3),114-4(11.3),0.0,20 off 15,19 off 16,,Tarang Gohel,DC,10-161 (118),neutralish
S07M021,1,0,1,0.0,1-1(0.3),1-1(0.3),1.0,0 off 1,,,Tarang Gohel,DC,7-243 (120),pace
S07M026,2,36,18,200.0,129-4(13.2),,0.0,,8 off 6,28 off 12,Tarang Gohel,DC,9-184 (120),pace
S07M034,1,18,15,120.0,79-3(9.4),150-4(16.0),0.0,,18 off 14,0 off 1,Tarang Gohel,DC,6-201 (120),pace
S07M038,2,53,26,203.85,99-3(8.2),,1.0,,42 off 22,11 off 4,Tarang Gohel,DC,3-201 (99),pace
S07M044,1,5,3,166.67,178-3(15.4),184-4(16.2),0.0,,,5 off 3,Tarang Gohel,DC,7-219 (120),spin
S07M049,2,38,18,211.11,47-3(2.5),103-7(10.3),1.0,28 off 10,10 off 8,,Tarang Gohel,DC,8-111 (82),spin
S07M055,1,36,14,257.14,114-4(13.3),,1.0,,5 off 4,31 off 10,Tarang Gohel,DC,6-177 (120),spin
S07M059,2,11,6,183.33,21-4(3.5),34-6(5.4),0.0,11 off 6,,,Tarang Gohel,DC,10-92 (82),pace
S07M065,1,0,1,0.0,209-5(17.3),209-5(17.3),1.0,,,0 off 1,Tarang Gohel,DC,5-240 (120),spin
S07M067,1,10,9,111.11,113-2(10.4),133-5(13.5),1.0,,10 off 9,,Tarang Gohel,DC,7-202 (120),spin
S07M004,2,40,17,235.29,155-2(11.3),240-8(19.1),0.0,,7 off 7,33 off 10,R Parag,GT,10-241 (118),neutralish
S07M006,1,21,9,233.33,65-2(7.3),105-4(11.1),0.0,,21 off 9,,R Parag,GT,8-184 (120),pace
S07M013,1,23,14,164.29,107-3(12.2),150-4(17.2),1.0,,17 off 9,6 off 5,R Parag,GT,5-192 (120),spin
S07M016,2,61,33,184.85,77-2(6.3),169-4(15.5),1.0,,43 off 29,18 off 4,R Parag,GT,7-214 (115),spin
S07M022,2,6,5,120.0,110-2(10.0),118-4(11.1),1.0,,6 off 5,,R Parag,GT,6-193 (112),spin
S07M028,2,39,22,177.27,69-3(8.5),,1.0,,38 off 21,1 off 1,R Parag,GT,5-130 (91),pace
S07M032,2,17,12,141.67,110-2(8.4),146-3(12.2),0.0,,17 off 12,,R Parag,GT,4-220 (120),spin
S07M039,1,21,18,116.67,72-3(6.2),130-4(12.4),0.0,,21 off 18,,R Parag,GT,6-207 (120),pace
S07M045,1,19,10,190.0,85-3(9.4),122-5(13.2),0.0,,19 off 10,,R Parag,GT,7-183 (120),neutralish
S07M050,2,7,4,175.0,43-2(3.3),50-3(4.1),0.0,7 off 4,,,R Parag,GT,10-188 (109),neutralish
S07M056,1,4,2,200.0,185-5(17.5),185-6(18.0),1.0,,,4 off 2,R Parag,GT,6-219 (120),neutralish
S07M061,1,34,25,136.0,57-1(4.2),118-3(11.4),1.0,9 off 10,25 off 15,,R Parag,GT,9-196 (120),neutralish
S07M068,1,78,46,169.57,42-1(2.5),229-4(19.4),1.0,16 off 6,32 off 29,30 off 11,R Parag,GT,4-236 (120),neutralish
S07M030,2,38,30,126.67,9-0(0.5),87-1(9.3),1.0,25 off 19,13 off 11,,Sahil Parakh,SRH,3-146 (97),spin
S07M031,1,22,15,146.67,2-0(0.1),52-1(4.1),0.0,22 off 15,,,Sahil Parakh,SRH,10-191 (112),pace
S07M037,2,38,22,172.73,0-0(0.1),89-1(7.1),1.0,34 off 17,4 off 5,,Sahil Parakh,SRH,2-179 (96),neutralish
S07M044,2,65,34,191.18,6-0(0.1),130-2(10.2),1.0,52 off 23,13 off 11,,Sahil Parakh,SRH,5-220 (112),spin
S07M047,2,53,32,165.62,1-0(0.1),94-1(9.2),1.0,48 off 24,5 off 8,,Sahil Parakh,SRH,4-187 (120),neutralish
S07M052,1,19,16,118.75,0-0(0.1),38-1(4.2),1.0,19 off 16,,,Sahil Parakh,SRH,4-220 (120),pace
S07M060,1,67,39,171.79,4-0(0.1),119-1(12.0),1.0,30 off 21,37 off 18,,Sahil Parakh,SRH,3-233 (120),neutralish
S07M063,1,12,10,120.0,1-0(0.1),42-1(4.3),1.0,12 off 10,,,Sahil Parakh,SRH,7-205 (120),pace
S07M068,2,56,31,180.65,4-0(0.1),107-2(9.5),0.0,32 off 19,24 off 12,,Sahil Parakh,SRH,9-191 (120),neutralish
S07M003,2,54,35,154.29,39-1(5.2),129-2(14.2),0.0,7 off 5,47 off 30,,B Sai Sudharsan,CSK,10-172 (114),pace
S07M010,1,81,49,165.31,20-1(2.5),,0.0,20 off 11,44 off 27,17 off 11,B Sai Sudharsan,CSK,6-180 (120),neutralish
S07M014,1,20,12,166.67,4-0(0.1),40-2(4.2),0.0,20 off 12,,,B Sai Sudharsan,CSK,9-171 (120),spin
S07M018,2,65,52,125.0,0-0(0.1),,1.0,26 off 20,28 off 27,11 off 5,B Sai Sudharsan,CSK,1-164 (103),neutralish
S07M024,1,14,13,107.69,0-0(0.1),33-2(4.2),0.0,14 off 13,,,B Sai Sudharsan,CSK,10-173 (115),spin
S07M027,2,15,11,136.36,1-0(0.1),39-2(5.3),0.5,15 off 11,,,B Sai Sudharsan,CSK,5-185 (120),spin
S07M034,2,39,16,243.75,10-1(1.4),65-2(5.4),1.0,39 off 16,,,B Sai Sudharsan,CSK,5-203 (108),pace
S07M036,1,15,7,214.29,23-1(1.4),52-2(4.1),0.0,15 off 7,,,B Sai Sudharsan,CSK,8-187 (120),spin
S07M043,1,1,2,50.0,17-1(1.2),23-2(2.2),1.0,1 off 2,,,B Sai Sudharsan,CSK,6-198 (120),spin
S07M050,1,13,11,118.18,14-0(0.5),30-1(3.2),1.0,13 off 11,,,B Sai Sudharsan,CSK,9-202 (120),neutralish
S07M054,1,13,10,130.0,90-2(11.0),108-3(13.1),0.0,,13 off 10,,B Sai Sudharsan,CSK,8-200 (120),spin
S07M058,1,24,19,126.32,22-1(1.1),74-2(7.1),0.0,22 off 16,2 off 3,,B Sai Sudharsan,CSK,6-201 (120),pace
S07M061,2,8,6,133.33,2-0(0.2),12-1(1.4),0.0,8 off 6,,,B Sai Sudharsan,CSK,7-195 (120),neutralish
S07M066,2,5,8,62.5,18-0(1.0),31-1(3.0),0.0,5 off 8,,,B Sai Sudharsan,CSK,5-225 (120),neutralish
S07M001,2,53,30,176.67,30-1(4.0),110-5(13.0),0.0,25 off 9,28 off 21,,Abhishek Sharma,MI,10-148 (114),pace
S07M007,2,26,10,260.0,1-0(0.1),52-1(3.5),0.0,26 off 10,,,Abhishek Sharma,MI,10-185 (113),pace
S07M011,2,2,3,66.67,2-0(0.1),2-1(0.3),0.0,2 off 3,,,Abhishek Sharma,MI,5-188 (120),spin
S07M016,1,33,15,220.0,4-0(0.1),50-1(4.4),0.0,33 off 15,,,Abhishek Sharma,MI,9-210 (120),spin
S07M023,1,30,13,230.77,1-0(0.1),57-1(4.2),1.0,30 off 13,,,Abhishek Sharma,MI,6-188 (120),pace
S07M030,1,9,5,180.0,0-0(0.1),11-1(1.0),0.0,9 off 5,,,Abhishek Sharma,MI,10-144 (116),spin
S07M033,2,6,5,120.0,4-0(0.1),6-1(0.5),0.0,6 off 5,,,Abhishek Sharma,MI,8-148 (120),spin
S07M039,2,76,35,217.14,70-1(8.0),,1.0,,35 off 19,41 off 16,Abhishek Sharma,MI,4-208 (116),pace
S07M041,2,63,31,203.23,79-1(7.2),206-5(18.3),0.0,,25 off 18,38 off 13,Abhishek Sharma,MI,7-216 (120),spin
S07M048,1,5,3,166.67,64-1(4.4),65-2(5.1),0.0,5 off 3,,,Abhishek Sharma,MI,3-196 (120),pace
S07M054,2,12,10,120.0,68-1(6.0),106-2(9.4),1.0,4 off 1,8 off 9,,Abhishek Sharma,MI,2-201 (104),spin
S07M057,2,28,15,186.67,60-1(3.5),104-4(9.0),0.0,18 off 7,10 off 8,,Abhishek Sharma,MI,10-199 (119),pace
S07M067,2,13,5,260.0,13-0(0.5),29-1(2.2),0.0,13 off 5,,,Abhishek Sharma,MI,10-177 (112),spin
S07M008,1,63,45,140.0,31-1(2.3),153-7(19.1),1.0,12 off 11,17 off 19,34 off 15,DR Mousley,LSG,8-153 (120),spin
S07M014,2,26,14,185.71,46-2(4.4),83-3(8.0),1.0,17 off 8,9 off 6,,DR Mousley,LSG,5-174 (98),spin
S07M019,1,16,9,177.78,60-1(5.3),74-2(7.0),1.0,11 off 4,5 off 5,,DR Mousley,LSG,4-219 (120),neutralish
S07M024,2,48,35,137.14,17-1(1.0),110-3(11.0),1.0,27 off 20,21 off 15,,DR Mousley,LSG,5-175 (103),spin
S07M029,2,98,60,163.33,1-0(0.3),,1.0,30 off 21,28 off 24,40 off 15,DR Mousley,LSG,2-194 (118),pace
S07M035,2,1,2,50.0,2-0(0.2),3-1(0.4),0.0,1 off 2,,,DR Mousley,LSG,5-218 (120),spin
S07M038,1,35,19,184.21,111-1(11.3),160-3(15.5),0.0,,30 off 16,5 off 3,DR Mousley,LSG,7-200 (120),pace
S07M042,1,25,20,125.0,55-1(5.5),125-2(12.3),0.0,1 off 1,24 off 19,,DR Mousley,LSG,8-187 (120),spin
S07M048,2,3,5,60.0,153-1(14.4),157-2(15.4),1.0,,2 off 2,1 off 3,DR Mousley,LSG,4-198 (118),pace
S07M052,2,21,15,140.0,90-1(8.2),130-2(13.2),0.0,,21 off 15,,DR Mousley,LSG,7-212 (120),pace
S07M056,2,12,10,120.0,3-0(0.4),31-1(3.2),0.0,12 off 10,,,DR Mousley,LSG,8-218 (120),neutralish
S07M062,2,6,4,150.0,26-1(1.3),30-2(2.0),1.0,6 off 4,,,DR Mousley,LSG,9-170 (115),spin
S07M010,1,7,10,70.0,0-0(0.1),18-1(2.4),0.0,7 off 10,,,RD Gaikwad,CSK,6-180 (120),neutralish
S07M014,1,42,33,127.27,29-1(3.0),110-4(13.1),0.0,15 off 10,27 off 23,,RD Gaikwad,CSK,9-171 (120),spin
S07M024,1,16,11,145.45,7-0(0.3),30-1(3.4),0.0,16 off 11,,,RD Gaikwad,CSK,10-173 (115),spin
S07M027,2,13,6,216.67,167-4(18.4),176-5(19.3),0.5,,,13 off 6,RD Gaikwad,CSK,5-185 (120),spin
S07M034,2,37,18,205.56,77-3(7.3),131-4(12.5),1.0,,37 off 18,,RD Gaikwad,CSK,5-203 (108),pace
S07M036,1,28,17,164.71,1-0(0.0),60-3(6.0),0.0,28 off 17,,,RD Gaikwad,CSK,8-187 (120),spin
S07M043,1,39,24,162.5,4-0(0.1),58-3(6.4),1.0,38 off 22,1 off 2,,RD Gaikwad,CSK,6-198 (120),spin
S07M050,1,63,39,161.54,4-0(0.1),104-2(11.0),1.0,36 off 20,27 off 19,,RD Gaikwad,CSK,9-202 (120),neutralish
S07M054,1,33,25,132.0,0-0(0.1),62-1(7.1),0.0,30 off 21,3 off 4,,RD Gaikwad,CSK,8-200 (120),spin
S07M058,1,12,3,400.0,6-0(0.1),12-1(0.3),0.0,12 off 3,,,RD Gaikwad,CSK,6-201 (120),pace
S07M061,2,26,11,236.36,126-4(15.0),164-5(17.1),0.0,,1 off 1,25 off 10,RD Gaikwad,CSK,7-195 (120),neutralish
S07M066,2,24,8,300.0,185-4(17.4),219-5(19.3),0.0,,,24 off 8,RD Gaikwad,CSK,5-225 (120),neutralish
S07M002,1,27,13,207.69,121-3(13.4),167-6(17.4),0.0,,15 off 6,12 off 7,Abishek Porel,LSG,8-183 (120),pace
S07M008,1,6,6,100.0,71-3(8.4),78-4(9.4),1.0,,6 off 6,,Abishek Porel,LSG,8-153 (120),spin
S07M019,1,37,12,308.33,170-3(17.0),,1.0,,,37 off 12,Abishek Porel,LSG,4-219 (120),neutralish
S07M024,2,28,26,107.69,59-2(4.5),130-4(13.3),1.0,1 off 1,27 off 25,,Abishek Porel,LSG,5-175 (103),spin
S07M029,2,57,29,196.55,87-2(10.3),,1.0,,29 off 16,28 off 13,Abishek Porel,LSG,2-194 (118),pace
S07M035,2,28,12,233.33,7-1(0.5),57-2(4.3),0.0,28 off 12,,,Abishek Porel,LSG,5-218 (120),spin
S07M038,1,10,5,200.0,161-3(15.5),179-4(17.1),0.0,,,10 off 5,Abishek Porel,LSG,7-200 (120),pace
S07M042,1,6,8,75.0,126-2(12.4),139-4(15.5),0.0,,3 off 5,3 off 3,Abishek Porel,LSG,8-187 (120),spin
S07M048,2,8,4,200.0,180-4(18.3),,1.0,,,8 off 4,Abishek Porel,LSG,4-198 (118),pace
S07M052,2,29,16,181.25,132-2(13.3),176-6(18.1),0.0,,11 off 6,18 off 10,Abishek Porel,LSG,7-212 (120),pace
S07M056,2,28,19,147.37,31-2(4.0),84-3(9.2),0.0,14 off 8,14 off 11,,Abishek Porel,LSG,8-218 (120),neutralish
S07M062,2,75,49,153.06,31-2(2.3),,1.0,17 off 14,46 off 27,12 off 8,Abishek Porel,LSG,9-170 (115),spin
S07M014,1,36,25,144.0,79-3(9.0),161-6(17.5),0.0,,32 off 19,4 off 6,H Klaasen,CSK,9-171 (120),spin
S07M024,1,67,34,197.06,34-2(4.3),173-10(19.1),0.0,1 off 1,31 off 23,35 off 10,H Klaasen,CSK,10-173 (115),spin
S07M027,2,58,38,152.63,40-2(5.4),163-4(18.3),0.5,1 off 1,33 off 26,24 off 11,H Klaasen,CSK,5-185 (120),spin
S07M036,1,67,46,145.65,52-2(4.2),181-5(18.3),0.0,1 off 7,40 off 27,26 off 12,H Klaasen,CSK,8-187 (120),spin
S07M043,1,34,23,147.83,23-2(2.3),86-4(9.4),1.0,17 off 11,17 off 12,,H Klaasen,CSK,6-198 (120),spin
S07M050,1,40,19,210.53,112-2(11.3),190-4(17.3),1.0,,15 off 11,25 off 8,H Klaasen,CSK,9-202 (120),neutralish
S07M054,1,2,4,50.0,133-4(15.2),153-5(16.5),0.0,,,2 off 4,H Klaasen,CSK,8-200 (120),spin
S07M058,1,5,10,50.0,108-3(11.2),131-4(14.3),0.0,,5 off 10,,H Klaasen,CSK,6-201 (120),pace
S07M061,2,29,20,145.0,67-3(9.0),125-4(14.5),0.0,,29 off 20,,H Klaasen,CSK,7-195 (120),neutralish
S07M066,2,0,1,0.0,183-4(17.3),183-4(17.3),0.0,,,0 off 1,H Klaasen,CSK,5-225 (120),neutralish
S07M005,1,34,16,212.5,62-2(6.4),115-3(12.2),0.0,,34 off 16,,Kartik Sharma,SRH,8-195 (120),neutralish
S07M010,2,0,3,0.0,97-2(12.2),97-3(12.4),1.0,,0 off 3,,Kartik Sharma,SRH,3-183 (110),neutralish
S07M012,1,28,12,233.33,85-2(7.5),131-3(10.5),1.0,,28 off 12,,Kartik Sharma,SRH,7-234 (120),neutralish
S07M019,2,13,10,130.0,154-2(14.3),168-4(16.5),0.0,,9 off 4,4 off 6,Kartik Sharma,SRH,8-193 (120),neutralish
S07M022,1,51,27,188.89,17-2(2.3),106-4(9.5),0.0,28 off 13,23 off 14,,Kartik Sharma,SRH,7-192 (120),spin
S07M030,2,16,8,200.0,121-2(13.5),142-3(16.0),1.0,,3 off 4,13 off 4,Kartik Sharma,SRH,3-146 (97),spin
S07M031,1,23,16,143.75,100-2(9.4),153-3(15.0),0.0,,23 off 16,,Kartik Sharma,SRH,10-191 (112),pace
S07M037,2,23,10,230.0,132-2(12.4),,1.0,,21 off 8,2 off 2,Kartik Sharma,SRH,2-179 (96),neutralish
S07M044,2,3,4,75.0,206-4(17.3),214-5(18.1),1.0,,,3 off 4,Kartik Sharma,SRH,5-220 (112),spin
S07M047,2,3,2,150.0,180-3(19.2),,1.0,,,3 off 2,Kartik Sharma,SRH,4-187 (120),neutralish
S07M052,1,80,40,200.0,38-1(4.3),170-2(15.5),1.0,9 off 6,70 off 31,1 off 3,Kartik Sharma,SRH,4-220 (120),pace
S07M060,1,31,13,238.46,149-2(15.0),202-3(18.3),1.0,,1 off 1,30 off 12,Kartik Sharma,SRH,3-233 (120),neutralish
S07M063,1,27,10,270.0,48-2(5.3),79-3(8.3),1.0,5 off 2,22 off 8,,Kartik Sharma,SRH,7-205 (120),pace
S07M003,1,31,14,221.43,92-3(9.2),160-5(15.3),1.0,,23 off 11,8 off 3,RG Sharma,KKR,8-224 (120),pace
S07M008,2,8,5,160.0,49-2(5.2),60-3(6.3),0.0,8 off 4,0 off 1,,RG Sharma,KKR,10-124 (101),spin
S07M011,1,42,26,161.54,84-3(10.0),168-4(17.4),1.0,,17 off 16,25 off 10,RG Sharma,KKR,5-194 (120),spin
S07M017,1,1,1,100.0,74-3(7.4),84-5(8.3),0.0,,1 off 1,,RG Sharma,KKR,10-134 (106),pace
S07M025,1,31,13,238.46,77-3(8.1),113-4(11.0),1.0,,31 off 13,,RG Sharma,KKR,5-202 (120),pace
S07M028,1,31,17,182.35,62-2(6.5),97-4(10.3),0.0,,31 off 17,,RG Sharma,KKR,10-129 (105),pace
S07M032,1,52,21,247.62,143-4(12.2),226-7(18.5),1.0,,14 off 8,38 off 13,RG Sharma,KKR,9-226 (120),spin
S07M037,1,13,7,185.71,66-2(6.3),80-3(7.5),0.0,,13 off 7,,RG Sharma,KKR,7-173 (120),neutralish
S07M046,1,29,19,152.63,61-4(8.3),109-5(13.1),1.0,,29 off 19,,RG Sharma,KKR,9-143 (120),pace
S07M055,2,11,6,183.33,144-3(14.3),162-5(16.5),0.0,,3 off 2,8 off 4,RG Sharma,KKR,9-172 (120),spin
S07M059,1,10,6,166.67,138-3(16.4),,1.0,,,10 off 6,RG Sharma,KKR,5-180 (120),pace
S07M064,2,0,1,0.0,102-6(9.3),102-6(9.3),0.0,,0 off 1,,RG Sharma,KKR,10-147 (96),pace
S07M070,1,62,43,144.19,21-2(2.2),142-4(16.2),1.0,9 off 9,48 off 31,5 off 3,RG Sharma,KKR,7-184 (120),pace
S07M005,1,23,12,191.67,116-3(12.3),190-6(18.4),0.0,,5 off 4,18 off 8,VR Iyer,SRH,8-195 (120),neutralish
S07M010,2,67,22,304.55,103-3(12.5),,1.0,,15 off 8,52 off 14,VR Iyer,SRH,3-183 (110),neutralish
S07M012,1,42,22,190.91,134-3(11.0),198-5(17.3),1.0,,27 off 15,15 off 7,VR Iyer,SRH,7-234 (120),neutralish
S07M019,2,10,8,125.0,167-3(16.3),,0.0,,,10 off 8,VR Iyer,SRH,8-193 (120),neutralish
S07M022,1,50,35,142.86,68-3(6.3),,0.0,,32 off 22,18 off 13,VR Iyer,SRH,7-192 (120),spin
S07M031,1,17,14,121.43,52-1(4.2),100-2(9.3),0.0,11 off 5,6 off 9,,VR Iyer,SRH,10-191 (112),pace
S07M044,2,28,14,200.0,152-3(12.5),206-4(17.2),1.0,,16 off 7,12 off 7,VR Iyer,SRH,5-220 (112),spin
S07M047,2,1,1,100.0,185-4(19.5),,1.0,,,1 off 1,VR Iyer,SRH,4-187 (120),neutralish
S07M052,1,16,8,200.0,195-3(17.4),,1.0,,,16 off 8,VR Iyer,SRH,4-220 (120),pace
S07M060,1,26,7,371.43,202-3(18.4),,1.0,,,26 off 7,VR Iyer,SRH,3-233 (120),neutralish
S07M063,1,40,20,200.0,80-3(8.4),157-5(15.3),1.0,,32 off 17,8 off 3,VR Iyer,SRH,7-205 (120),pace
S07M001,1,19,13,146.15,22-0(1.1),40-2(3.3),1.0,19 off 13,,,PWH de Silva,RCB,6-262 (120),pace
S07M015,1,26,18,144.44,63-1(6.5),138-3(14.2),1.0,,26 off 18,,PWH de Silva,RCB,3-220 (120),neutralish
S07M020,1,80,36,222.22,69-6(8.3),,1.0,,33 off 19,47 off 17,PWH de Silva,RCB,7-178 (120),spin
S07M027,1,5,3,166.67,132-5(13.5),133-6(14.1),0.5,,5 off 3,,PWH de Silva,RCB,8-185 (120),spin
S07M031,2,58,22,263.64,36-3(5.0),118-5(11.4),1.0,20 off 6,38 off 16,,PWH de Silva,RCB,6-192 (110),pace
S07M036,2,11,5,220.0,170-3(15.3),,1.0,,,11 off 5,PWH de Silva,RCB,3-188 (100),spin
S07M041,1,57,37,154.05,66-1(5.3),,1.0,5 off 3,29 off 23,23 off 11,PWH de Silva,RCB,5-220 (120),spin
S07M046,2,5,3,166.67,45-3(3.4),59-4(4.2),0.0,5 off 3,,,PWH de Silva,RCB,10-122 (78),pace
S07M053,1,1,3,33.33,20-2(2.2),38-3(3.2),1.0,1 off 3,,,PWH de Silva,RCB,6-205 (120),pace
S07M060,2,20,8,250.0,22-2(2.2),49-5(5.1),0.0,20 off 8,,,PWH de Silva,RCB,10-66 (72),neutralish
S07M064,1,37,17,217.65,52-1(3.5),121-3(8.5),1.0,13 off 6,24 off 11,,PWH de Silva,RCB,10-214 (119),pace
S07M005,2,19,7,271.43,0-0(0.1),21-1(1.5),1.0,19 off 7,,,YBK Jaiswal,RR,4-196 (115),neutralish
S07M009,1,0,2,0.0,0-0(0.1),0-1(0.2),0.0,0 off 2,,,YBK Jaiswal,RR,10-91 (69),spin
S07M015,2,3,3,100.0,103-3(11.0),106-4(11.4),0.0,,3 off 3,,YBK Jaiswal,RR,8-206 (120),neutralish
S07M020,2,16,10,160.0,2-0(0.4),31-2(3.4),0.0,16 off 10,,,YBK Jaiswal,RR,10-168 (118),spin
S07M025,2,46,18,255.56,122-3(14.2),,0.0,,6 off 3,40 off 15,YBK Jaiswal,RR,4-191 (120),pace
S07M029,1,0,1,0.0,155-4(15.2),155-4(15.2),0.0,,,0 off 1,YBK Jaiswal,RR,10-190 (120),pace
S07M035,1,68,41,165.85,1-0(0.0),137-1(12.4),1.0,39 off 21,29 off 20,,YBK Jaiswal,RR,2-219 (120),spin
S07M040,2,15,12,125.0,4-0(0.1),17-1(2.5),1.0,15 off 12,,,YBK Jaiswal,RR,4-76 (74),spin
S07M045,2,32,15,213.33,1-0(0.1),62-1(4.5),1.0,32 off 15,,,YBK Jaiswal,RR,6-184 (103),neutralish
S07M049,1,0,3,0.0,0-0(0.1),0-1(0.3),0.0,0 off 3,,,YBK Jaiswal,RR,10-110 (91),spin
S07M051,1,32,15,213.33,117-3(12.2),184-4(17.5),0.0,,8 off 6,24 off 9,YBK Jaiswal,RR,5-204 (120),pace
S07M057,1,26,11,236.36,139-3(14.5),197-5(18.5),1.0,,1 off 1,25 off 10,YBK Jaiswal,RR,5-214 (120),pace
S07M065,2,61,28,217.86,78-3(8.3),188-8(18.3),0.0,,45 off 21,16 off 7,YBK Jaiswal,RR,10-188 (115),spin
S07M066,1,1,2,50.0,160-3(14.5),180-4(16.0),1.0,,1 off 1,0 off 1,YBK Jaiswal,RR,7-230 (120),neutralish
S07M003,1,56,34,164.71,7-2(1.0),117-4(11.5),1.0,29 off 16,27 off 18,,C Green,KKR,8-224 (120),pace
S07M008,2,31,25,124.0,36-1(3.0),119-8(15.1),0.0,4 off 5,27 off 19,0 off 1,C Green,KKR,10-124 (101),spin
S07M011,1,5,3,166.67,79-2(9.2),84-3(9.5),1.0,,5 off 3,,C Green,KKR,5-194 (120),spin
S07M017,1,0,1,0.0,73-3(7.3),73-3(7.3),0.0,,0 off 1,,C Green,KKR,10-134 (106),pace
S07M025,1,16,8,200.0,45-2(5.3),75-3(8.0),1.0,5 off 3,11 off 5,,C Green,KKR,5-202 (120),pace
S07M028,1,8,14,57.14,77-3(8.5),111-6(13.5),0.0,,8 off 14,,C Green,KKR,10-129 (105),pace
S07M032,1,1,4,25.0,140-3(11.2),141-4(12.0),1.0,,1 off 4,,C Green,KKR,9-226 (120),spin
S07M042,2,59,41,143.9,27-1(1.5),106-2(12.2),1.0,24 off 18,35 off 23,,C Green,KKR,2-189 (115),spin
S07M046,1,5,10,50.0,33-2(3.5),51-3(6.5),1.0,4 off 8,1 off 2,,C Green,KKR,9-143 (120),pace
S07M055,2,53,38,139.47,42-1(2.3),143-3(14.3),0.0,17 off 12,36 off 26,,C Green,KKR,9-172 (120),spin
S07M059,1,15,10,150.0,95-2(12.4),126-3(16.0),1.0,,10 off 7,5 off 3,C Green,KKR,5-180 (120),pace
S07M064,2,8,4,200.0,65-3(6.3),69-4(7.1),0.0,,8 off 4,,C Green,KKR,10-147 (96),pace
S07M070,1,59,43,137.21,22-3(2.4),159-5(17.3),1.0,25 off 13,24 off 23,10 off 7,C Green,KKR,7-184 (120),pace
S07M002,1,66,37,178.38,7-1(1.0),121-3(13.3),0.0,25 off 13,41 off 24,,FH Allen,LSG,8-183 (120),pace
S07M008,1,24,18,133.33,2-0(0.2),63-2(6.1),1.0,24 off 17,0 off 1,,FH Allen,LSG,8-153 (120),spin
