match_id,innings,runs,balls,SR,final_score,total_balls,wkts,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team
S02M074,2,25,18,138.89,203,120,4,178-4(18.1),0,,19 off 10,6 off 8,P Simran Singh,SRH
S02M005,2,20,10,200.0,174,120,4,,0,,,20 off 10,Naman Dhir,GT
S02M014,1,37,23,160.87,161,115,10,156-7(17.5),0,,13 off 15,24 off 8,Naman Dhir,GT
S02M018,1,22,15,146.67,149,112,10,,0,,13 off 11,9 off 4,Naman Dhir,GT
S02M023,1,85,46,184.78,194,120,1,,0,5 off 2,42 off 26,38 off 18,Naman Dhir,GT
S02M028,2,60,37,162.16,232,120,3,220-3(19.2),0,,35 off 23,25 off 14,Naman Dhir,GT
S02M032,2,68,40,170.0,186,117,3,,1,12 off 8,34 off 19,22 off 13,Naman Dhir,GT
S02M037,2,33,19,173.68,149,98,5,83-2(8.2),1,12 off 9,21 off 10,,Naman Dhir,GT
S02M043,1,67,41,163.41,193,120,5,173-4(17.3),0,13 off 7,46 off 27,8 off 7,Naman Dhir,GT
S02M048,2,0,1,0.0,156,120,8,36-2(3.5),0,0 off 1,,,Naman Dhir,GT
S02M052,2,62,41,151.22,196,119,2,,1,7 off 5,32 off 23,23 off 13,Naman Dhir,GT
S02M056,2,1,2,50.0,166,102,4,24-2(2.5),1,1 off 2,,,Naman Dhir,GT
S02M059,1,29,22,131.82,201,120,4,179-3(17.5),1,,19 off 15,10 off 7,Naman Dhir,GT
S02M069,1,29,14,207.14,203,119,10,130-4(10.3),0,1 off 1,28 off 13,,Naman Dhir,GT
S02M004,2,27,18,150.0,178,111,10,76-1(6.5),0,26 off 15,1 off 3,,JC Buttler,KKR
S02M010,2,68,34,200.0,161,112,6,120-2(10.2),1,32 off 20,36 off 14,,JC Buttler,KKR
S02M014,2,48,32,150.0,162,109,5,104-2(11.2),1,27 off 17,21 off 15,,JC Buttler,KKR
S02M019,1,65,44,147.73,199,120,4,160-3(16.3),0,24 off 17,33 off 23,8 off 4,JC Buttler,KKR
S02M025,1,66,46,143.48,181,120,6,158-4(16.4),0,27 off 20,34 off 21,5 off 5,JC Buttler,KKR
S02M030,2,53,20,265.0,198,117,10,74-1(5.3),0,53 off 20,,,JC Buttler,KKR
S02M035,2,1,2,50.0,152,113,5,2-1(1.1),1,1 off 2,,,JC Buttler,KKR
S02M040,2,1,3,33.33,188,120,5,3-1(1.0),0,1 off 3,,,JC Buttler,KKR
S02M046,2,15,16,93.75,146,111,10,40-2(5.1),0,15 off 16,,,JC Buttler,KKR
S02M050,1,1,2,50.0,174,120,5,17-2(2.4),0,1 off 2,,,JC Buttler,KKR
S02M055,2,55,32,171.88,189,115,5,131-2(13.1),1,26 off 15,29 off 17,,JC Buttler,KKR
S02M060,1,37,16,231.25,196,120,7,67-2(6.1),0,37 off 15,0 off 1,,JC Buttler,KKR
S02M064,2,40,29,137.93,141,120,10,71-2(8.2),0,22 off 20,18 off 9,,JC Buttler,KKR
S02M070,1,6,5,120.0,190,120,4,21-2(1.5),1,6 off 5,,,JC Buttler,KKR
S02M005,1,22,19,115.79,188,120,3,43-1(7.0),1,18 off 16,4 off 3,,YBK Jaiswal,RR
S02M010,1,1,2,50.0,160,120,9,2-1(0.3),0,1 off 2,,,YBK Jaiswal,RR
S02M015,2,0,2,0.0,114,71,2,0-1(0.2),1,0 off 2,,,YBK Jaiswal,RR
S02M020,2,12,12,100.0,178,115,8,28-1(3.5),1,12 off 12,,,YBK Jaiswal,RR
S02M025,2,25,15,166.67,182,103,4,170-4(16.2),1,,8 off 10,17 off 5,YBK Jaiswal,RR
S02M031,2,56,28,200.0,223,117,3,,1,,23 off 13,33 off 15,YBK Jaiswal,RR
S02M036,2,50,29,172.41,181,120,6,,0,,16 off 11,34 off 18,YBK Jaiswal,RR
S02M041,2,37,24,154.17,151,120,8,151-7(18.3),0,,31 off 19,6 off 5,YBK Jaiswal,RR
S02M045,1,7,11,63.64,209,120,6,138-3(12.5),1,,7 off 11,,YBK Jaiswal,RR
S02M049,1,0,1,0.0,169,120,8,126-4(13.5),0,,0 off 1,,YBK Jaiswal,RR
S02M054,2,11,3,366.67,229,109,3,,1,,,11 off 3,YBK Jaiswal,RR
S02M059,2,46,23,200.0,191,120,9,189-7(18.4),0,,21 off 13,25 off 10,YBK Jaiswal,RR
S02M062,1,63,32,196.88,203,120,4,182-4(17.2),1,,55 off 28,8 off 4,YBK Jaiswal,RR
S02M065,2,34,19,178.95,196,120,5,155-4(15.5),0,,27 off 15,7 off 4,YBK Jaiswal,RR
S02M072,2,33,13,253.85,203,113,3,,1,,,33 off 13,YBK Jaiswal,RR
S02M073,2,44,20,220.0,205,120,3,,1,,2 off 2,42 off 18,YBK Jaiswal,RR
S02M074,1,31,15,206.67,208,120,3,,1,,,31 off 15,YBK Jaiswal,RR
S02M006,2,1,2,50.0,196,115,5,192-5(19.0),1,,,1 off 2,Abishek Porel,DC
S02M011,1,10,6,166.67,196,120,5,138-5(14.0),1,,10 off 6,,Abishek Porel,DC
S02M017,1,21,12,175.0,177,120,7,119-6(14.1),0,,21 off 12,,Abishek Porel,DC
S02M028,1,75,36,208.33,234,120,6,210-6(18.5),1,,47 off 22,28 off 14,Abishek Porel,DC
S02M033,2,43,30,143.33,183,117,5,112-4(11.3),1,18 off 12,25 off 18,,Abishek Porel,DC
S02M039,1,36,20,180.0,189,120,5,166-4(17.3),1,,15 off 11,21 off 9,Abishek Porel,DC
S02M043,2,9,9,100.0,196,116,7,171-6(16.3),1,,8 off 6,1 off 3,Abishek Porel,DC
S02M050,2,26,13,200.0,177,119,8,134-5(13.1),1,,26 off 13,,Abishek Porel,DC
S02M054,1,78,30,260.0,228,120,4,,0,,29 off 13,49 off 17,Abishek Porel,DC
S02M058,2,7,7,100.0,207,120,4,179-4(18.1),0,,,7 off 7,Abishek Porel,DC
S02M064,1,44,30,146.67,209,120,3,,1,,27 off 20,17 off 10,Abishek Porel,DC
S02M068,1,73,35,208.57,217,120,2,,1,,36 off 16,37 off 19,Abishek Porel,DC
S02M071,2,18,10,180.0,181,113,10,95-4(9.2),0,,18 off 10,,Abishek Porel,DC
S02M073,1,23,15,153.33,204,120,4,76-3(9.2),0,2 off 4,21 off 11,,Abishek Porel,DC
S02M001,2,2,3,66.67,124,120,9,25-2(5.5),0,2 off 3,,,Tilak Varma,CSK
S02M006,1,0,1,0.0,192,120,6,1-2(0.5),0,0 off 1,,,Tilak Varma,CSK
S02M012,2,62,50,124.0,171,119,4,130-2(15.3),1,13 off 19,49 off 30,0 off 1,Tilak Varma,CSK
S02M016,1,93,53,175.47,172,120,5,,1,28 off 16,41 off 25,24 off 12,Tilak Varma,CSK
S02M022,2,62,45,137.78,167,120,9,165-8(19.1),0,1 off 2,47 off 36,14 off 7,Tilak Varma,CSK
S02M027,1,35,22,159.09,205,120,4,66-1(5.4),1,35 off 22,,,Tilak Varma,CSK
S02M032,1,16,9,177.78,184,120,4,34-1(4.0),0,16 off 9,,,Tilak Varma,CSK
S02M036,1,60,28,214.29,191,120,2,97-2(10.0),1,49 off 21,11 off 7,,Tilak Varma,CSK
S02M040,1,0,1,0.0,203,120,3,1-1(0.2),1,0 off 1,,,Tilak Varma,CSK
S02M044,1,23,11,209.09,159,120,9,39-2(4.2),0,23 off 11,,,Tilak Varma,CSK
S02M048,1,5,3,166.67,177,120,6,14-1(1.1),1,5 off 3,,,Tilak Varma,CSK
S02M053,2,29,22,131.82,169,113,3,100-3(12.3),1,8 off 6,21 off 16,,Tilak Varma,CSK
S02M060,2,72,35,205.71,199,113,6,,1,,29 off 20,43 off 15,Tilak Varma,CSK
S02M066,1,5,3,166.67,167,120,7,21-2(2.2),0,5 off 3,,,Tilak Varma,CSK
S02M005,1,55,27,203.7,188,120,3,184-3(19.2),1,,22 off 15,33 off 12,RM Patidar,RR
S02M010,1,20,14,142.86,160,120,9,51-3(5.0),0,20 off 14,,,RM Patidar,RR
S02M015,2,46,32,143.75,114,71,2,,1,21 off 16,25 off 16,,RM Patidar,RR
S02M020,2,34,16,212.5,178,115,8,71-2(7.4),1,23 off 10,11 off 6,,RM Patidar,RR
S02M025,2,2,1,200.0,182,103,4,79-2(7.0),1,,2 off 1,,RM Patidar,RR
S02M031,2,11,8,137.5,223,117,3,106-2(10.0),1,,11 off 8,,RM Patidar,RR
S02M036,2,46,38,121.05,181,120,6,104-3(11.4),0,27 off 20,19 off 18,,RM Patidar,RR
S02M041,2,28,15,186.67,151,120,8,37-2(3.5),0,28 off 15,,,RM Patidar,RR
S02M045,1,1,4,25.0,209,120,6,104-2(9.0),1,,1 off 4,,RM Patidar,RR
S02M049,1,53,41,129.27,169,120,8,125-3(13.3),0,21 off 14,32 off 27,,RM Patidar,RR
S02M054,2,6,7,85.71,229,109,3,168-2(14.2),1,,6 off 7,,RM Patidar,RR
S02M059,2,2,3,66.67,191,120,9,92-2(8.4),0,,2 off 3,,RM Patidar,RR
S02M062,1,23,18,127.78,203,120,4,47-3(6.5),1,20 off 14,3 off 4,,RM Patidar,RR
S02M065,2,24,19,126.32,196,120,5,97-3(10.3),0,10 off 7,14 off 12,,RM Patidar,RR
S02M072,2,32,17,188.24,203,113,3,150-2(14.4),1,,32 off 17,,RM Patidar,RR
S02M073,2,40,29,137.93,205,120,3,,1,,18 off 17,22 off 12,RM Patidar,RR
S02M074,1,41,29,141.38,208,120,3,144-3(15.1),1,15 off 4,26 off 24,0 off 1,RM Patidar,RR
S02M001,2,16,13,123.08,124,120,9,22-1(4.3),0,16 off 13,,,TM Head,CSK
S02M006,1,43,25,172.0,192,120,6,70-4(7.1),0,41 off 22,2 off 3,,TM Head,CSK
S02M012,2,57,45,126.67,171,119,4,145-3(17.3),1,18 off 14,27 off 24,12 off 7,TM Head,CSK
S02M016,1,7,5,140.0,172,120,5,8-1(1.0),1,7 off 5,,,TM Head,CSK
S02M022,2,4,5,80.0,167,120,9,24-2(4.5),0,4 off 5,,,TM Head,CSK
S02M027,1,27,14,192.86,205,120,4,74-2(6.1),1,27 off 13,0 off 1,,TM Head,CSK
S02M032,1,65,44,147.73,184,120,4,122-4(13.2),0,31 off 21,34 off 23,,TM Head,CSK
S02M036,1,8,8,100.0,191,120,2,47-1(4.1),1,8 off 8,,,TM Head,CSK
S02M040,1,7,5,140.0,203,120,3,10-2(1.2),1,7 off 5,,,TM Head,CSK
S02M044,1,9,10,90.0,159,120,9,22-1(2.5),0,9 off 10,,,TM Head,CSK
S02M048,1,67,49,136.73,177,120,6,122-3(14.1),1,29 off 19,38 off 30,,TM Head,CSK
S02M053,2,88,60,146.67,169,113,3,,1,32 off 19,40 off 30,16 off 11,TM Head,CSK
S02M060,2,47,26,180.77,199,113,6,84-3(8.5),1,39 off 18,8 off 8,,TM Head,CSK
S02M066,1,12,5,240.0,167,120,7,12-1(0.5),0,12 off 5,,,TM Head,CSK
S02M001,1,36,27,133.33,181,120,5,74-1(8.4),1,28 off 20,8 off 7,,Q de Kock,PBKS
S02M008,2,5,4,125.0,171,120,9,10-1(1.1),0,5 off 4,,,Q de Kock,PBKS
S02M013,2,78,45,173.33,162,102,3,,1,22 off 17,46 off 24,10 off 4,Q de Kock,PBKS
S02M017,2,65,48,135.42,178,120,3,154-3(17.4),1,11 off 9,38 off 31,16 off 8,Q de Kock,PBKS
S02M021,1,34,21,161.9,169,120,8,98-3(10.1),0,18 off 10,16 off 11,,Q de Kock,PBKS
S02M027,2,74,47,157.45,198,120,5,145-3(15.1),0,32 off 21,42 off 25,0 off 1,Q de Kock,PBKS
S02M033,1,18,8,225.0,179,120,8,26-1(2.0),0,18 off 8,,,Q de Kock,PBKS
S02M038,2,21,9,233.33,166,119,10,35-2(2.4),0,21 off 9,,,Q de Kock,PBKS
S02M041,1,57,31,183.87,183,120,4,102-1(10.2),1,42 off 19,15 off 12,,Q de Kock,PBKS
S02M049,2,16,12,133.33,170,107,6,33-1(4.3),1,16 off 12,,,Q de Kock,PBKS
S02M056,1,0,1,0.0,162,106,10,0-1(0.1),0,0 off 1,,,Q de Kock,PBKS
S02M061,1,2,5,40.0,157,120,8,17-3(2.3),0,2 off 5,,,Q de Kock,PBKS
S02M063,1,24,13,184.62,184,120,5,44-2(5.2),0,24 off 13,,,Q de Kock,PBKS
S02M001,2,46,48,95.83,124,120,9,94-5(16.2),0,7 off 19,32 off 26,7 off 3,F du Plessis,CSK
S02M006,1,0,2,0.0,192,120,6,1-1(0.4),0,0 off 2,,,F du Plessis,CSK
S02M012,2,7,3,233.33,171,119,4,9-1(0.5),1,7 off 3,,,F du Plessis,CSK
S02M016,1,15,16,93.75,172,120,5,51-2(6.2),1,15 off 15,0 off 1,,F du Plessis,CSK
S02M022,2,19,23,82.61,167,120,9,23-1(4.4),0,19 off 23,,,F du Plessis,CSK
S02M027,1,61,39,156.41,205,120,4,164-3(16.1),1,8 off 2,47 off 32,6 off 5,F du Plessis,CSK
S02M032,1,2,5,40.0,184,120,4,38-2(5.1),0,2 off 5,,,F du Plessis,CSK
S02M036,1,61,49,124.49,191,120,2,,1,5 off 7,42 off 30,14 off 12,F du Plessis,CSK
S02M040,1,107,66,162.12,203,120,3,200-3(19.3),1,22 off 18,41 off 29,44 off 19,F du Plessis,CSK
S02M044,1,31,21,147.62,159,120,9,88-4(10.1),0,9 off 10,22 off 11,,F du Plessis,CSK
S02M048,1,8,7,114.29,177,120,6,30-2(3.1),1,8 off 7,,,F du Plessis,CSK
S02M053,2,0,1,0.0,169,113,3,27-2(3.4),1,0 off 1,,,F du Plessis,CSK
S02M060,2,1,2,50.0,199,113,6,68-2(7.1),1,,1 off 2,,F du Plessis,CSK
S02M066,1,57,52,109.62,167,120,7,143-6(18.0),0,15 off 19,28 off 25,14 off 8,F du Plessis,CSK
S02M004,2,89,51,174.51,178,111,10,176-7(17.1),0,46 off 21,33 off 23,10 off 7,Ishan Kishan,KKR
S02M010,2,32,17,188.24,161,112,6,65-1(6.1),1,32 off 16,0 off 1,,Ishan Kishan,KKR
S02M014,2,51,33,154.55,162,109,5,100-1(10.1),1,34 off 19,17 off 14,,Ishan Kishan,KKR
S02M019,1,44,27,162.96,199,120,4,87-1(8.5),0,37 off 19,7 off 8,,Ishan Kishan,KKR
S02M025,1,33,24,137.5,181,120,6,80-1(8.5),0,22 off 16,11 off 8,,Ishan Kishan,KKR
S02M030,2,23,19,121.05,198,117,10,104-2(8.4),0,21 off 14,2 off 5,,Ishan Kishan,KKR
S02M035,2,31,25,124.0,152,113,5,51-3(8.1),1,15 off 15,16 off 10,,Ishan Kishan,KKR
S02M040,2,49,29,168.97,188,120,5,74-2(9.0),0,28 off 17,21 off 12,,Ishan Kishan,KKR
S02M046,2,7,11,63.64,146,111,10,22-1(4.1),0,7 off 11,,,Ishan Kishan,KKR
S02M050,1,0,1,0.0,174,120,5,0-1(0.1),0,0 off 1,,,Ishan Kishan,KKR
S02M055,2,25,15,166.67,189,115,5,49-1(4.2),1,25 off 15,,,Ishan Kishan,KKR
S02M060,1,4,4,100.0,196,120,7,4-1(0.4),0,4 off 4,,,Ishan Kishan,KKR
S02M064,2,0,1,0.0,141,120,10,0-1(0.1),0,0 off 1,,,Ishan Kishan,KKR
S02M070,1,10,4,250.0,190,120,4,11-1(0.4),1,10 off 4,,,Ishan Kishan,KKR
S02M002,1,18,7,257.14,222,120,4,199-4(17.4),1,,,18 off 7,VR Iyer,SRH
S02M007,2,14,15,93.33,178,120,6,168-5(18.5),0,,6 off 8,8 off 7,VR Iyer,SRH
S02M012,1,82,56,146.43,168,120,6,,0,23 off 16,28 off 24,31 off 16,VR Iyer,SRH
S02M018,2,19,9,211.11,150,101,6,124-4(12.3),1,,19 off 9,,VR Iyer,SRH
S02M026,1,34,25,136.0,188,120,3,127-3(14.0),1,,34 off 25,,VR Iyer,SRH
S02M030,1,66,44,150.0,218,120,3,,1,,39 off 32,27 off 12,VR Iyer,SRH
S02M034,2,29,21,138.1,175,120,5,78-3(7.5),0,27 off 15,2 off 6,,VR Iyer,SRH
S02M038,1,32,28,114.29,167,120,2,,1,,10 off 11,22 off 17,VR Iyer,SRH
S02M045,2,17,9,188.89,204,120,7,,0,,,17 off 9,VR Iyer,SRH
S02M051,1,27,20,135.0,185,120,7,146-4(15.4),1,,26 off 17,1 off 3,VR Iyer,SRH
S02M057,2,49,21,233.33,206,114,3,,1,,4 off 4,45 off 17,VR Iyer,SRH
S02M071,1,0,1,0.0,185,120,4,183-4(19.5),1,,,0 off 1,VR Iyer,SRH
S02M074,2,8,4,200.0,203,120,4,,0,,,8 off 4,VR Iyer,SRH
S02M017,2,51,30,170.0,178,120,3,,1,,19 off 13,32 off 17,Smaran Ravichandran,PBKS
S02M021,1,62,30,206.67,169,120,8,142-4(13.4),0,5 off 2,57 off 28,,Smaran Ravichandran,PBKS
S02M027,2,72,44,163.64,198,120,5,174-5(18.0),0,11 off 8,53 off 29,8 off 7,Smaran Ravichandran,PBKS
S02M033,1,34,19,178.95,179,120,8,96-4(9.5),0,22 off 11,12 off 8,,Smaran Ravichandran,PBKS
S02M038,2,28,11,254.55,166,119,10,93-3(8.1),0,10 off 4,18 off 7,,Smaran Ravichandran,PBKS
S02M041,1,8,6,133.33,183,120,4,153-3(16.4),1,,,8 off 6,Smaran Ravichandran,PBKS
S02M049,2,27,14,192.86,170,107,6,69-3(8.4),1,18 off 5,9 off 9,,Smaran Ravichandran,PBKS
S02M056,1,9,6,150.0,162,106,10,39-3(4.1),0,9 off 6,,,Smaran Ravichandran,PBKS
S02M061,1,32,28,114.29,157,120,8,97-6(12.5),0,9 off 12,23 off 16,,Smaran Ravichandran,PBKS
S02M063,1,20,11,181.82,184,120,5,87-5(10.4),0,1 off 2,19 off 9,,Smaran Ravichandran,PBKS
S02M070,2,45,29,155.17,177,120,6,,0,,30 off 18,15 off 11,Smaran Ravichandran,PBKS
S02M017,1,22,9,244.44,177,120,7,149-7(16.1),0,,12 off 5,10 off 4,N Sindhu,DC
S02M024,1,0,1,0.0,179,120,4,160-4(17.4),0,,,0 off 1,N Sindhu,DC
S02M028,1,50,24,208.33,234,120,6,105-3(9.2),1,17 off 11,33 off 13,,N Sindhu,DC
S02M033,2,17,8,212.5,183,117,5,17-1(1.2),1,17 off 8,,,N Sindhu,DC
S02M039,1,15,10,150.0,189,120,5,19-1(2.1),1,15 off 10,,,N Sindhu,DC
S02M043,2,39,19,205.26,196,116,7,61-1(4.5),1,39 off 19,,,N Sindhu,DC
S02M050,2,49,32,153.12,177,119,8,130-4(12.5),1,9 off 12,40 off 20,,N Sindhu,DC
S02M054,1,3,2,150.0,228,120,4,6-1(0.3),0,3 off 2,,,N Sindhu,DC
S02M058,2,15,8,187.5,207,120,4,22-1(2.1),0,15 off 8,,,N Sindhu,DC
S02M064,1,14,6,233.33,209,120,3,30-1(2.2),1,14 off 6,,,N Sindhu,DC
S02M068,1,68,40,170.0,217,120,2,,1,4 off 4,45 off 25,19 off 11,N Sindhu,DC
S02M071,2,40,28,142.86,181,113,10,85-3(8.4),0,24 off 21,16 off 7,,N Sindhu,DC
S02M073,1,29,18,161.11,204,120,4,39-2(4.2),0,29 off 18,,,N Sindhu,DC
S02M003,1,61,38,160.53,188,120,4,163-3(17.3),0,9 off 8,35 off 23,17 off 7,RR Rossouw,MI
S02M008,1,66,32,206.25,196,120,5,,1,,14 off 12,52 off 20,RR Rossouw,MI
S02M015,1,2,4,50.0,110,94,10,26-2(2.2),0,2 off 4,,,RR Rossouw,MI
S02M023,2,8,10,80.0,196,119,4,30-1(3.3),1,8 off 10,,,RR Rossouw,MI
S02M029,2,51,31,164.52,192,120,6,150-4(16.2),1,,37 off 26,14 off 5,RR Rossouw,MI
S02M039,2,52,35,148.57,181,120,6,163-4(18.2),0,,41 off 26,11 off 9,RR Rossouw,MI
S02M053,1,86,50,172.0,165,120,6,,0,14 off 12,32 off 22,40 off 16,RR Rossouw,MI
S02M058,1,0,1,0.0,208,120,4,177-4(17.0),1,,,0 off 1,RR Rossouw,MI
S02M062,2,8,4,200.0,202,120,5,161-4(16.4),0,,,8 off 4,RR Rossouw,MI
S02M067,2,9,9,100.0,194,118,5,136-4(14.1),1,,9 off 9,,RR Rossouw,MI
S02M072,1,13,8,162.5,201,114,10,179-6(16.2),0,,10 off 5,3 off 3,RR Rossouw,MI
S02M006,1,42,27,155.56,192,120,6,100-5(11.3),0,18 off 10,24 off 17,,T Stubbs,CSK
S02M027,1,62,35,177.14,205,120,4,203-4(19.3),1,,32 off 22,30 off 13,T Stubbs,CSK
S02M032,1,30,19,157.89,184,120,4,118-3(12.3),0,1 off 1,29 off 18,,T Stubbs,CSK
S02M036,1,54,35,154.29,191,120,2,,1,,21 off 17,33 off 18,T Stubbs,CSK
S02M040,1,80,47,170.21,203,120,3,,1,17 off 13,41 off 25,22 off 9,T Stubbs,CSK
S02M044,1,24,19,126.32,159,120,9,88-3(10.0),0,2 off 5,22 off 14,,T Stubbs,CSK
S02M048,1,61,37,164.86,177,120,6,157-4(17.2),1,9 off 7,37 off 23,15 off 7,T Stubbs,CSK
S02M066,1,3,5,60.0,167,120,7,26-3(3.4),0,3 off 5,,,T Stubbs,CSK
S02M001,1,36,21,171.43,181,120,5,149-3(16.3),1,,22 off 16,14 off 5,H Klaasen,PBKS
S02M008,2,33,25,132.0,171,120,9,106-5(14.1),0,10 off 4,23 off 21,,H Klaasen,PBKS
S02M013,2,2,2,100.0,162,102,3,,1,,,2 off 2,H Klaasen,PBKS
S02M017,2,8,5,160.0,178,120,3,,1,,,8 off 5,H Klaasen,PBKS
S02M021,1,30,25,120.0,169,120,8,,0,,17 off 11,13 off 14,H Klaasen,PBKS
S02M027,2,25,14,178.57,198,120,5,,0,,,25 off 14,H Klaasen,PBKS
S02M033,1,54,39,138.46,179,120,8,,0,,34 off 28,20 off 11,H Klaasen,PBKS
S02M038,2,9,9,100.0,166,119,10,121-5(12.1),0,,9 off 9,,H Klaasen,PBKS
S02M041,1,7,5,140.0,183,120,4,,1,,,7 off 5,H Klaasen,PBKS
S02M049,2,21,15,140.0,170,107,6,165-6(17.3),1,,15 off 10,6 off 5,H Klaasen,PBKS
S02M056,1,57,23,247.83,162,106,10,135-6(12.1),0,18 off 7,39 off 16,,H Klaasen,PBKS
S02M061,1,15,9,166.67,157,120,8,115-7(14.4),0,,15 off 9,,H Klaasen,PBKS
S02M063,1,13,16,81.25,184,120,5,34-1(4.2),0,13 off 16,,,H Klaasen,PBKS
S02M070,2,36,17,211.76,177,120,6,81-2(8.4),0,22 off 9,14 off 8,,H Klaasen,PBKS
S02M003,2,6,9,66.67,189,114,3,118-2(13.5),1,,6 off 9,,B Sai Sudharsan,RCB
S02M007,1,44,29,151.72,198,120,3,181-3(18.4),1,,21 off 16,23 off 13,B Sai Sudharsan,RCB
S02M011,2,31,17,182.35,189,120,6,61-2(5.4),0,31 off 17,,,B Sai Sudharsan,RCB
S02M016,2,0,2,0.0,163,120,9,43-2(3.3),0,0 off 2,,,B Sai Sudharsan,RCB
S02M021,2,38,31,122.58,173,112,3,151-3(17.3),1,2 off 2,27 off 24,9 off 5,B Sai Sudharsan,RCB
S02M026,2,13,14,92.86,134,107,10,43-2(5.5),0,13 off 14,,,B Sai Sudharsan,RCB
S02M031,1,77,40,192.5,221,120,4,215-4(19.5),0,3 off 3,58 off 26,16 off 11,B Sai Sudharsan,RCB
S02M037,1,15,20,75.0,148,106,10,139-6(15.3),0,,15 off 19,0 off 1,B Sai Sudharsan,RCB
S02M046,1,29,23,126.09,216,120,4,106-3(10.3),1,2 off 8,27 off 15,,B Sai Sudharsan,RCB
S02M052,1,69,44,156.82,195,120,4,,0,,46 off 28,23 off 16,B Sai Sudharsan,RCB
S02M055,1,2,3,66.67,188,120,4,59-3(7.1),0,,2 off 3,,B Sai Sudharsan,RCB
S02M063,2,20,14,142.86,187,114,4,162-3(17.2),1,,16 off 8,4 off 6,B Sai Sudharsan,RCB
S02M010,2,8,9,88.89,161,112,6,147-5(15.3),1,,8 off 8,0 off 1,R Powell,KKR
S02M014,2,30,15,200.0,162,109,5,,1,,,30 off 15,R Powell,KKR
S02M019,1,26,11,236.36,199,120,4,,0,,,26 off 11,R Powell,KKR
S02M025,1,3,4,75.0,181,120,6,163-5(17.5),0,,,3 off 4,R Powell,KKR
S02M030,2,33,20,165.0,198,117,10,188-7(17.5),0,,21 off 11,12 off 9,R Powell,KKR
S02M035,2,60,30,200.0,152,113,5,,1,,26 off 18,34 off 12,R Powell,KKR
S02M040,2,37,17,217.65,188,120,5,159-4(17.1),0,,22 off 9,15 off 8,R Powell,KKR
S02M046,2,37,22,168.18,146,111,10,115-4(14.1),0,,37 off 22,,R Powell,KKR
S02M050,1,42,31,135.48,174,120,5,139-4(16.4),0,,34 off 26,8 off 5,R Powell,KKR
S02M055,2,14,9,155.56,189,115,5,167-5(18.2),1,,,14 off 9,R Powell,KKR
S02M060,1,0,1,0.0,196,120,7,133-4(14.3),0,,0 off 1,,R Powell,KKR
S02M064,2,0,1,0.0,141,120,10,102-4(12.3),0,,0 off 1,,R Powell,KKR
S02M070,1,44,23,191.3,190,120,4,,1,,12 off 7,32 off 16,R Powell,KKR
S02M001,1,43,31,138.71,181,120,5,85-2(10.3),1,22 off 16,21 off 15,,RG Sharma,PBKS
S02M008,2,6,5,120.0,171,120,9,16-2(2.1),0,6 off 5,,,RG Sharma,PBKS
S02M013,2,43,32,134.38,162,102,3,73-1(9.1),1,28 off 19,15 off 13,,RG Sharma,PBKS
S02M017,2,23,14,164.29,178,120,3,29-1(3.1),1,23 off 14,,,RG Sharma,PBKS
S02M021,1,14,11,127.27,169,120,8,24-1(2.4),0,14 off 11,,,RG Sharma,PBKS
S02M027,2,1,6,16.67,198,120,5,12-1(1.3),0,1 off 6,,,RG Sharma,PBKS
S02M033,1,19,13,146.15,179,120,8,71-3(7.1),0,18 off 9,1 off 4,,RG Sharma,PBKS
S02M038,2,46,33,139.39,166,119,10,103-4(9.5),0,32 off 20,14 off 13,,RG Sharma,PBKS
S02M041,1,29,20,145.0,183,120,4,144-2(15.3),1,,19 off 17,10 off 3,RG Sharma,PBKS
S02M049,2,0,1,0.0,170,107,6,33-2(4.4),1,0 off 1,,,RG Sharma,PBKS
S02M056,1,53,31,170.97,162,106,10,102-4(8.4),0,38 off 20,15 off 11,,RG Sharma,PBKS
S02M061,1,7,3,233.33,157,120,8,15-2(1.2),0,7 off 3,,,RG Sharma,PBKS
S02M063,1,47,36,130.56,184,120,5,,0,,20 off 21,27 off 15,RG Sharma,PBKS
S02M070,2,0,1,0.0,177,120,6,175-5(19.4),0,,,0 off 1,RG Sharma,PBKS
S02M002,2,31,23,134.78,198,120,3,,0,,5 off 7,26 off 16,Urvil Patel,DC
S02M006,2,0,1,0.0,196,115,5,188-3(18.2),1,,,0 off 1,Urvil Patel,DC
S02M011,1,24,12,200.0,196,120,5,112-3(11.0),1,,24 off 12,,Urvil Patel,DC
S02M017,1,37,26,142.31,177,120,7,77-4(10.1),0,12 off 10,25 off 16,,Urvil Patel,DC
S02M024,1,51,40,127.5,179,120,4,,0,,23 off 22,28 off 18,Urvil Patel,DC
S02M028,1,12,10,120.0,234,120,6,156-4(13.5),1,,12 off 10,,Urvil Patel,DC
S02M033,2,0,2,0.0,183,117,5,40-3(3.3),1,0 off 2,,,Urvil Patel,DC
S02M039,1,14,9,155.56,189,120,5,188-5(19.4),1,,,14 off 9,Urvil Patel,DC
S02M043,2,0,1,0.0,196,116,7,139-5(14.0),1,,0 off 1,,Urvil Patel,DC
S02M050,2,17,13,130.77,177,119,8,169-7(18.3),1,,,17 off 13,Urvil Patel,DC
S02M054,1,28,11,254.55,228,120,4,,0,,,28 off 11,Urvil Patel,DC
